TITULO,AÑO,DURACION (min),GENERO,DIRECCION,GUION,PROTAGONISTA,PAIS,NOTA,VOTOS
Testamento de juventud,2014,129,Bélico,James Kent,James Kent,Alicia Vikander,Reino Unido,6.3,1984
Testigo,2016,91,Intriga,Thomas Kruithof,Thomas Kruithof,François Cluzet,Francia,5.9,2042
Testigo Silencioso,1978,105,Thriller,Daryl Duke,Daryl Duke,Elliott Gould,Canadá,6.9,1465
Testigo accidental,1990,97,Thriller,Peter Hyams,Peter Hyams,Gene Hackman,Estados Unidos,6.1,2810
Tetris,2023,117,Drama,Jon S. Baird,Jon S. Baird,Taron Egerton,Estados Unidos,6.8,3086
Thai Dragon,2005,109,Acción,Prachya Pinkaew,Prachya Pinkaew,Tony Jaa,Tailandia,5.9,6597
The Acid House,1998,105,Comedia,Paul McGuigan,Paul McGuigan,Ewen Bremner,Reino Unido,6.2,1300
The Aeronauts,2019,100,Aventuras,Tom Harper,Tom Harper,Eddie Redmayne,Reino Unido,6.0,3220
The Amazing Spider-Man,2012,136,Fantástico,Marc Webb,Marc Webb,Andrew Garfield,Estados Unidos,5.8,50613
The Angel,2018,113,Drama,Ariel Vromen,Ariel Vromen,Toby Kebbell,Estados Unidos,6.2,1324
The Artist,2011,100,Comedia,Michel Hazanavicius,Michel Hazanavicius,Jean Dujardin,Francia,7.6,59401
The Batman,2022,175,Thriller,Matt Reeves,Matt Reeves,Robert Pattinson,Estados Unidos,7.0,32283
The Battery,2012,101,Terror,Jeremy Gardner,Jeremy Gardner,Jeremy Gardner,Estados Unidos,6.1,1643
The Believer (El creyente),2001,98,Drama,Henry Bean,Henry Bean,Ryan Gosling,Estados Unidos,6.6,9190
The Berlin File,2013,120,Thriller,Ryoo Seung-wan,Ryoo Seung-wan,Ha Jung-woo,Corea del Sur,5.9,1372
The Blind Side (Un sueño posible),2009,130,Drama,John Lee Hancock,John Lee Hancock,Sandra Bullock,Estados Unidos,6.5,24829
The Boxer,1997,109,Drama,Jim Sheridan,Jim Sheridan,Daniel Day-Lewis,Irlanda,7.1,10590
The Brave,1997,123,Drama,Johnny Depp,Johnny Depp,Johnny Depp,Estados Unidos,5.8,2350
The Chaser,2008,123,Thriller,Na Hong-jin,Na Hong-jin,Kim Yoon-seok,Corea del Sur,7.4,8049
The Company Men,2010,109,Drama,John Wells,John Wells,Ben Affleck,Estados Unidos,6.1,8836
The Cooler,2003,103,Thriller,Wayne Kramer,Wayne Kramer,William H. Macy,Estados Unidos,6.5,4097
The Damned United,2009,97,Drama,Tom Hooper,Tom Hooper,Michael Sheen,Reino Unido,6.9,7806
The Dark and the Wicked,2020,94,Terror,Bryan Bertino,Bryan Bertino,Marin Ireland,Estados Unidos,5.9,1516
The Deep Blue Sea,2011,98,Romance,Terence Davies,Terence Davies,Nina Hoss,Alemania,5.8,4731
The Descent,2005,100,Terror,Neil Marshall,Neil Marshall,Shauna Macdonald,Reino Unido,6.0,15049
The Diary of a Teenage Girl,2015,102,Drama,Marielle Heller,Marielle Heller,Bel Powley,Estados Unidos,6.3,4611
The Dirt,2019,107,Comedia,Jeff Tremaine,Jeff Tremaine,Iwan Rheon,Estados Unidos,6.2,5064
The Disaster Artist,2017,106,Comedia,James Franco,James Franco,Hugh Jackman,Estados Unidos,6.8,21074
The Doors,1991,135,Drama,Oliver Stone,Oliver Stone,Val Kilmer,Estados Unidos,6.8,15884
The Duke of Burgundy,2014,104,Drama,Peter Strickland,Peter Strickland,Sidse Babett Knudsen,Reino Unido,5.9,2274
The East,2013,116,Thriller,Zal Batmanglij,Zal Batmanglij,Brit Marling,Estados Unidos,6.1,5822
The Equalizer (El protector),2014,128,Acción,Antoine Fuqua,Antoine Fuqua,Brendan Fraser,Estados Unidos,6.2,23982
The Equalizer 2,2018,120,Thriller,Antoine Fuqua,Antoine Fuqua,Denzel Washington,Estados Unidos,5.8,11075
The Eye,2002,98,Terror,Oxide Pang,"Oxide Pang,",Angelica Lee,Hong Kong,6.0,11081
The Fake,2013,101,Animación,Yeon Sang-ho,Yeon Sang-ho, ,Corea del Sur,6.3,1658
The Fall: El sueño de Alexandria,2006,118,Fantástico,Tarsem Singh,Tarsem Singh,Lee Pace,India,7.0,12742
The Fallout,2021,92,Drama,Megan Park,Megan Park,Jenna Ortega,Estados Unidos,6.2,1764
The Farewell,2019,95,Drama,Lulu Wang,Lulu Wang,Awkwafina,Estados Unidos,6.7,5058
The Fighter,2010,115,Drama,David O. Russell,David O. Russell,Mark Wahlberg,Estados Unidos,7.2,45807
The First Time,2012,98,Romance,Jonathan Kasdan,Jonathan Kasdan,Britt Robertson,Estados Unidos,5.8,1216
The Florida Project,2017,115,Drama,Sean Baker,Sean Baker,Brooklynn Prince,Estados Unidos,7.1,16860
The Game,1997,123,Intriga,David Fincher,David Fincher,Michael Douglas,Estados Unidos,7.2,80582
The Gentlemen: Los señores de la mafia,2019,113,Thriller,Guy Ritchie,Guy Ritchie,Matthew McConaughey,Reino Unido,7.2,24276
The Good Girl,2002,93,Drama,Miguel Arteta,Miguel Arteta,Jennifer Aniston,Estados Unidos,5.9,5718
The Good Heart (Un buen corazón),2009,95,Drama,Dagur Kári,Dagur Kári,Paul Dano,Islandia,6.5,1831
The Grandmaster,2013,130,Drama,Wong Kar-Wai,Wong Kar-Wai,Tony Leung Chiu-Wai,Hong Kong,6.0,6118
The Great Debaters,2007,123,Drama,Denzel Washington,Denzel Washington,Denzel Washington,Estados Unidos,7.0,1260
The Guardian,2006,136,Aventuras,Andrew Davis,Andrew Davis,Kevin Costner,Estados Unidos,6.1,13796
The Guest,2014,95,Thriller,Adam Wingard,Adam Wingard,Dan Stevens,Estados Unidos,5.9,7648
The History Boys,2006,108,Comedia,Nicholas Hytner,Nicholas Hytner,Samuel Anderson,Reino Unido,5.8,1268
The Holiday (Vacaciones),2006,138,Comedia,Nancy Meyers,Nancy Meyers,Cameron Diaz,Estados Unidos,6.0,35706
The Host,2006,119,Fantástico,Bong Joon-ho,Bong Joon-ho,Song Kang-ho,Corea del Sur,6.0,32573
The Humans,2021,108,Drama,Stephen Karam,Stephen Karam,Richard Jenkins,Estados Unidos,5.8,1333
The Iceman (El hombre de hielo),2012,106,Thriller,Ariel Vromen,Ariel Vromen,Michael Shannon,Estados Unidos,6.4,5136
The Imitation Game (Descifrando Enigma),2014,114,Thriller,Morten Tyldum,Morten Tyldum,Benedict Cumberbatch,Reino Unido,7.2,58457
The Innocents,2021,117,Fantástico,Eskil Vogt,Eskil Vogt,Rakel Lenora Fløttum,Noruega,6.7,4675
The International: Dinero en la sombra,2009,118,Thriller,Tom Tykwer,Tom Tykwer,Clive Owen,Estados Unidos,5.9,10404
The Italian Job,2003,104,Acción,F. Gary Gray,F. Gary Gray,Mark Wahlberg,Estados Unidos,6.5,47646
The Jacket,2005,102,Thriller,John Maybury,John Maybury,Adrien Brody,Estados Unidos,6.3,15030
The Killer (El asesino),1989,111,Acción,John Woo,John Woo,Chow Yun-Fat,Hong Kong,6.9,5379
The King,2019,133,Aventuras,David Michôd,David Michôd,Timothée Chalamet,Australia,6.4,9741
The Lady in the Van,2015,104,Drama,Nicholas Hytner,Nicholas Hytner,Maggie Smith,Reino Unido,5.9,3199
The Lookout,2007,99,Drama,Scott Frank,Scott Frank,Joseph Gordon-Levitt,Estados Unidos,6.0,3289
The Love Witch,2016,120,Fantástico,Anna Biller,Anna Biller,Samantha Robinson,Estados Unidos,5.9,1867
The Lovely Bones,2009,135,Fantástico,Peter Jackson,Peter Jackson,Saoirse Ronan,Nueva Zelanda,6.1,24633
The Lunchbox,2013,104,Romance,Ritesh Batra,Ritesh Batra,Irrfan Khan,India,6.8,2968
The Majestic,2001,152,Drama,Frank Darabont,Frank Darabont,Jim Carrey,Estados Unidos,6.2,9676
The Master,2012,137,Drama,Paul Thomas Anderson,Paul Thomas Anderson,Joaquin Phoenix,Estados Unidos,6.3,23307
The Mauritanian,2021,129,Drama,Kevin Macdonald,Kevin Macdonald,Tahar Rahim,Reino Unido,6.7,4302
The Messenger,2009,107,Drama,Oren Moverman,Oren Moverman,Ben Foster,Estados Unidos,6.4,1119
The Meyerowitz Stories,2017,110,Drama,Noah Baumbach,Noah Baumbach,Adam Sandler,Estados Unidos,6.0,6277
The Mustang,2019,96,Drama,Laure de Clermont-Tonnerre,Laure de Clermont-Tonnerre,Matthias Schoenaerts,Francia,6.2,1480
The Navigator: Una odisea en el tiempo,1988,91,Aventuras,Vincent Ward,Vincent Ward,Bruce Lyons,Nueva Zelanda,6.1,1493
The Nest,2020,107,Drama,Sean Durkin,Sean Durkin,Jude Law,Reino Unido,5.9,2248
The Night Comes for Us,2018,121,Acción,Timo Tjahjanto,Timo Tjahjanto,Joe Taslim,Indonesia,6.3,4105
The Night House,2020,110,Terror,David Bruckner,David Bruckner,Rebecca Hall,Estados Unidos,5.8,4688
The One I Love,2014,91,Romance,Charlie McDowell,Charlie McDowell,Mark Duplass,Estados Unidos,6.5,4063
The Outpost,2020,122,Bélico,Rod Lurie,Rod Lurie,Scott Eastwood,Estados Unidos,5.8,2099
The Paper (Detrás de la Noticia),1994,110,Comedia,Ron Howard,Ron Howard,Michael Keaton,Estados Unidos,5.9,2188
The Pillow Book,1996,126,Drama,Peter Greenaway,Peter Greenaway,Vivian Wu,Reino Unido,6.9,2091
The Place: El precio de un deseo,2017,105,Drama,Paolo Genovese,Paolo Genovese,Valerio Mastandrea,Italia,6.3,1286
The Program (El ídolo),2015,103,Drama,Stephen Frears,Stephen Frears,Ben Foster,Reino Unido,5.9,2472
The Queen (La reina),2006,97,Drama,Stephen Frears,Stephen Frears,Helen Mirren,Reino Unido,6.4,15889
The Quiet Girl,2022,95,Drama,Colm Bairéad,Colm Bairéad,Catherine Clinch,Irlanda,7.4,2638
The Reader (El lector),2008,123,Drama,Stephen Daldry,Stephen Daldry,Kate Winslet,Estados Unidos,7.2,49595
The Report,2019,118,Drama,Scott Z. Burns,Scott Z. Burns,Adam Driver,Estados Unidos,6.3,4043
The Rider,2017,104,Drama,Chloé Zhao,Chloé Zhao,Brady Jandreau,Estados Unidos,6.9,6134
The Ring (El círculo),1998,91,Terror,Hideo Nakata,Hideo Nakata,Nanako Matsushima,Japón,6.7,46963
The Ring (La señal),2002,105,Terror,Gore Verbinski,Gore Verbinski,Naomi Watts,Estados Unidos,6.4,75859
The Rocky Horror Picture Show,1975,100,Musical,Jim Sharman,Jim Sharman,Susan Sarandon,Reino Unido,7.0,37616
The Sacrament,2013,99,Terror,Ti West,Ti West,Amy Seimetz,Estados Unidos,6.1,2014
The Sadness,2021,99,Terror,Rob Jabbaz,Rob Jabbaz,Regina Lei,Taiwán,6.2,1275
The Salton Sea,2002,100,Thriller,D.J. Caruso,D.J. Caruso,Val Kilmer,Estados Unidos,5.9,1849
The Salvation,2014,92,Western,Kristian Levring,Kristian Levring,Mads Mikkelsen,Dinamarca,6.4,6374
The Score (Un golpe maestro),2001,124,Intriga,Frank Oz,Frank Oz,Robert De Niro,Estados Unidos,6.4,20691
The Skeleton Twins,2014,90,Drama,Craig Johnson,Craig Johnson,Kristen Wiig,Estados Unidos,6.1,2593
The Social Network,2010,120,Drama,David Fincher,David Fincher,Jesse Eisenberg,Estados Unidos,6.9,95421
The Souvenir,2019,119,Drama,Joanna Hogg,Joanna Hogg,Honor Swinton Byrne,Reino Unido,5.9,1367
The Square,2017,142,Comedia,Ruben Östlund,Ruben Östlund,Claes Bang,Suecia,6.4,11449
The Survivalist,2015,104,Ciencia ficción,Stephen Fingleton,Stephen Fingleton,Fernando Fernán Gómez,España,6.2,1159
The Taste of Tea (El sabor del té),2004,143,Comedia,Katsuhito Ishii,Katsuhito Ishii,Maya Banno,Japón,7.2,1196
The Town (Ciudad de ladrones),2010,120,Thriller,Ben Affleck,Ben Affleck,Ben Affleck,Estados Unidos,6.5,37206
The Treatment,2014,131,Thriller,Hans Herbots,Hans Herbots,Geert Van Rampelberg,Bélgica,6.4,1006
The Tribe,2014,130,Drama,Miroslav Slaboshpitsky,Miroslav Slaboshpitsky,Grigoriy Fesenko,Ucrania,6.6,1953
The Trigger Effect (El efecto dominó),1996,90,Intriga,David Koepp,David Koepp,Kyle MacLachlan,Estados Unidos,5.9,2609
The Trotsky,2009,120,Comedia,Jacob Tierney,Jacob Tierney,Jay Baruchel,Canadá,5.9,1469
The Vast of Night,2019,91,Ciencia ficción,Andrew Patterson,Andrew Patterson,Sierra McCormick,Estados Unidos,5.8,5668
The Visitor,2007,108,Drama,Tom McCarthy,Tom McCarthy,Richard Jenkins,Estados Unidos,7.2,10795
The Voices,2014,103,Comedia,Marjane Satrapi,Marjane Satrapi,Ryan Reynolds,Estados Unidos,5.8,5017
The Warlords: Los señores de la guerra,2007,127,Acción,Peter Chan,Peter Chan,Jet Li,China,6.0,1507
The Way Back,2020,108,Drama,Gavin O'Connor,Gavin O'Connor,Ben Affleck,Estados Unidos,6.0,5593
The Woman,2011,103,Terror,Lucky McKee,Lucky McKee,Pollyanna McIntosh,Estados Unidos,5.8,2921
The Yellow Sea,2010,141,Thriller,Na Hong-jin,Na Hong-jin,Ha Jung-woo,Corea del Sur,6.7,5976
Thelma,2017,116,Drama,Joachim Trier,Joachim Trier,Eili Harboe,Noruega,6.5,6205
Thelma & Louise,1991,128,Drama,Ridley Scott,Ridley Scott,Susan Sarandon,Estados Unidos,7.2,42459
Thirst,2009,133,Terror,Park Chan-wook,Park Chan-wook,Song Kang-ho,Corea del Sur,6.2,4624
Thirteen,2003,100,Drama,Catherine Hardwicke,Catherine Hardwicke,Ryan Reynolds,Estados Unidos,6.1,19461
This Is England,2006,100,Drama,Shane Meadows,Shane Meadows,Thomas Turgoose,Reino Unido,7.2,32354
Thor: Ragnarok,2017,130,Fantástico,Taika Waititi,Taika Waititi,Chris Hemsworth,Estados Unidos,6.5,31753
Three... Extremes,2004,128,Terror,Fruit Chan,"Fruit Chan,",Bai Ling,Hong Kong,6.4,4283
Thumbsucker (Haciendo dedo),2005,96,Comedia,Mike Mills,Mike Mills,Lou Taylor Pucci,Estados Unidos,6.0,2402
Tiana y el sapo,2009,97,Animación,John Musker,"John Musker,", ,Estados Unidos,6.2,19067
Tiburón,1975,124,Terror,Steven Spielberg,Steven Spielberg,Roy Scheider,Estados Unidos,7.1,122065
Tideland,2005,122,Fantástico,Terry Gilliam,Terry Gilliam,Jodelle Ferland,Reino Unido,6.0,6943
Tiempo de matar,1996,149,Drama,Joel Schumacher,Joel Schumacher,Matthew McConaughey,Estados Unidos,6.5,13639
Tiempo de revancha,1981,108,Thriller,Adolfo Aristarain,Adolfo Aristarain,Federico Luppi,Argentina,7.6,4671
Tiempo de silencio,1986,111,Drama,Vicente Aranda,Vicente Aranda,Imanol Arias,España,6.1,1793
Tiempo de valientes,2005,110,Thriller,Damián Szifrón,Damián Szifrón,Diego Peretti,Argentina,7.2,10751
"Tiempos de amor, juventud y libertad",2005,139,Romance,Hou Hsiao-Hsien,Hou Hsiao-Hsien,Shu Qi,Taiwán,6.6,1059
Tiempos de azúcar,2001,116,Drama,Juan Luis Iborra,Juan Luis Iborra,María Adánez,España,5.8,1564
Tiempos de gloria,1989,117,Bélico,Edward Zwick,Edward Zwick,Matthew Broderick,Estados Unidos,7.0,8782
Tierra,1996,120,Drama,Julio Medem,Julio Medem,Carmelo Gómez,España,7.0,10915
Tierra de Dios,2017,104,Drama,Francis Lee,Francis Lee,Josh O'Connor,Reino Unido,7.0,4625
Tierra de abundancia,2004,118,Drama,Wim Wenders,Wim Wenders,John Diehl,Estados Unidos,6.0,1332
Tierra de violencia,2019,100,Western,Ivan Kavanagh,Ivan Kavanagh,John Cusack,Irlanda,6.0,1150
Tierra de ángeles,2004,132,Romance,Kay Pollak,Kay Pollak,Michael Nyqvist,Suecia,6.5,1513
Tierra firme,2017,115,Comedia,Carlos Marqués-Marcet,Carlos Marqués-Marcet,Oona Chaplin,España,6.2,1940
Tierra prometida,2012,106,Drama,Gus Van Sant,Gus Van Sant,Matt Damon,Estados Unidos,6.0,7793
Tierra y libertad,1995,110,Bélico,Ken Loach,Ken Loach,Ian Hart,Reino Unido,7.3,13092
Tierras de penumbra,1993,130,Romance,Richard Attenborough,Richard Attenborough,Anthony Hopkins,Reino Unido,7.4,8029
Tigerland,2000,109,Drama,Joel Schumacher,Joel Schumacher,Colin Farrell,Estados Unidos,6.3,4136
Tigre blanco,2021,131,Drama,Ramin Bahrani,Ramin Bahrani,Adarsh Gourav,India,6.6,5784
Tigre y dragón,2000,119,Acción,Ang Lee,Ang Lee,Chow Yun-Fat,Taiwán,7.0,61989
Timbuktu,2014,97,Drama,Abderrahmane Sissako,Abderrahmane Sissako,Abel Jafri,Mauritania,6.6,4639
Time,2006,97,Drama,Kim Ki-duk,Kim Ki-duk,Ha Jung-woo,Corea del Sur,7.0,4586
Time Lapse,2014,104,Ciencia ficción,Bradley King,Bradley King,Danielle Panabaker,Estados Unidos,5.9,1540
Tina,1993,120,Musical,Brian Gibson,Brian Gibson,Angela Bassett,Estados Unidos,6.1,1976
Tiny Furniture,2010,98,Comedia,Lena Dunham,Lena Dunham,Lena Dunham,Estados Unidos,6.0,1554
Tiovivo c. 1950,2004,150,Drama,José Luis Garci,José Luis Garci,María Adánez,España,5.9,2492
Tipos con suerte,2008,115,Drama,Neil Burger,Neil Burger,Rachel McAdams,Estados Unidos,6.0,1036
Titan A.E.,2000,90,Animación,Don Bluth,"Don Bluth,", ,Estados Unidos,6.3,11956
Titane,2021,108,Thriller,Julia Ducournau,Julia Ducournau,Agathe Rousselle,Francia,5.8,10816
"Titanes, hicieron historia",2000,113,Drama,Boaz Yakin,Boaz Yakin,Denzel Washington,Estados Unidos,6.9,16702
Titanic,1997,195,Romance,James Cameron,James Cameron,Sônia Braga,Brasil,6.8,180721
Tocando el viento,1996,107,Drama,Mark Herman,Mark Herman,Ewan McGregor,Reino Unido,6.9,2645
Tod y Toby,1981,90,Animación,Art Stevens,"Art Stevens,", ,Estados Unidos,6.3,11817
Todas las canciones hablan de mí,2010,97,Romance,Jonás Trueba,Jonás Trueba,Oriol Vila,España,5.9,4717
Todas las mañanas del mundo,1991,115,Musical,Alain Corneau,Alain Corneau,Gina McKee,Reino Unido,7.3,2814
Todas las mujeres,2013,90,Drama,Mariano Barroso,Mariano Barroso,Eduard Fernández,España,6.2,3130
Todo a la vez en todas partes,2022,139,Comedia,Dan Kwan,"Dan Kwan,",Michelle Yeoh,Estados Unidos,6.5,24521
Todo el dinero del mundo,2017,132,Drama,Ridley Scott,Ridley Scott,Michelle Williams,Estados Unidos,6.2,8897
Todo el mundo odia a Johan,2022,93,Comedia,Hallvar Witzø,Hallvar Witzø,Pål Sverre Hagen,Noruega,6.3,1165
Todo en un día,1986,104,Comedia,John Hughes,John Hughes,Matthew Broderick,Estados Unidos,6.4,11732
Todo en un viernes (Friday),1995,91,Comedia,F. Gary Gray,F. Gary Gray,Rebecca Hall,Estados Unidos,5.8,1030
Todo es mentira,1994,100,Comedia,Álvaro Fernández Armero,Álvaro Fernández Armero,Coque Malla,España,6.1,3654
Todo está iluminado,2005,106,Drama,Liev Schreiber,Liev Schreiber,Elijah Wood,Estados Unidos,7.0,8566
Todo lo demás,2003,108,Comedia,Woody Allen,Woody Allen,Jason Biggs,Estados Unidos,6.4,17821
Todo lo que tú quieras,2010,101,Drama,Achero Mañas,Achero Mañas,Juan Diego Botto,España,6.2,3202
Todo o nada,2002,128,Drama,Mike Leigh,Mike Leigh,Timothy Spall,Reino Unido,7.1,2086
Todo por un sueño,1995,103,Comedia,Gus Van Sant,Gus Van Sant,Nicole Kidman,Estados Unidos,6.3,8259
Todo sobre mi madre,1999,105,Drama,Pedro Almodóvar,Pedro Almodóvar,Cecilia Roth,España,7.1,76564
Todo va bien,1972,95,Drama,Jean-Luc Godard,"Jean-Luc Godard,",Yves Montand,Francia,6.7,1540
Todos dicen I love you,1996,101,Comedia,Woody Allen,Woody Allen,Woody Allen,Estados Unidos,6.9,17740
Todos están bien,2009,100,Drama,Kirk Jones,Kirk Jones,Robert De Niro,Estados Unidos,6.0,9480
Todos lo saben,2018,130,Thriller,Asghar Farhadi,Asghar Farhadi,Penélope Cruz,España,6.5,17172
Todos los hombres del presidente,1976,136,Intriga,Alan J. Pakula,Alan J. Pakula,Robert Redford,Estados Unidos,7.2,13192
Todos los hombres del rey,2006,120,Drama,Steven Zaillian,Steven Zaillian,Sean Penn,Estados Unidos,5.9,3764
Todos los niños invisibles,2005,116,Drama,Ridley Scott,"Ridley Scott,",Uros Milovanovic,Italia,7.3,1214
Todos nos llamamos Alí,1974,93,Drama,Rainer Werner Fassbinder,Rainer Werner Fassbinder,Brigitte Mira,Alemania del Oeste (RFA),7.7,3346
Todos queremos algo,2016,116,Comedia,Richard Linklater,Richard Linklater,Blake Jenner,Estados Unidos,6.2,7015
Todos queremos lo mejor para ella,2013,97,Drama,Mar Coll,Mar Coll,Nora Navas,España,5.9,1516
Togo,2019,113,Aventuras,Ericson Core,Ericson Core,Willem Dafoe,Estados Unidos,7.0,5183
Tokyo Sonata,2008,119,Drama,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Teruyuki Kagawa,Japón,7.1,1258
Tokyo!,2008,110,Comedia,Bong Joon-ho,"Bong Joon-ho,",Aoi Yû,Japón,6.6,1549
Tom of Finland,2017,115,Drama,Dome Karukoski,Dome Karukoski,Pekka Strang,Finlandia,6.0,1015
Tom à la ferme (Tom en la granja),2013,105,Drama,Xavier Dolan,Xavier Dolan,Xavier Dolan,Canadá,6.5,2679
Tomates verdes fritos,1991,129,Drama,Jon Avnet,Jon Avnet,Kathy Bates,Estados Unidos,7.4,56151
Tombstone: La leyenda de Wyatt Earp,1993,130,Western,George Pan Cosmatos,George Pan Cosmatos,Kurt Russell,Estados Unidos,6.4,14474
Tommy,1975,111,Musical,Ken Russell,Ken Russell,Roger Daltrey,Reino Unido,6.5,2580
Toni Erdmann,2016,162,Comedia,Maren Ade,Maren Ade,Peter Simonischek,Alemania,6.4,8580
Tony Manero,2008,98,Drama,Pablo Larraín,Pablo Larraín,Richard Harris,Reino Unido,6.1,1034
Too Late,2015,107,Drama,Dennis Hauck,Dennis Hauck,John Hawkes,Estados Unidos,6.7,1194
Tootsie,1982,119,Comedia,Sydney Pollack,Sydney Pollack,Dustin Hoffman,Estados Unidos,7.1,40520
Top Gun: Maverick,2022,131,Acción,Joseph Kosinski,Joseph Kosinski,Tom Cruise,Estados Unidos,7.1,22949
Top Secret!,1984,90,Comedia,Jim Abrahams,"Jim Abrahams,",Val Kilmer,Estados Unidos,7.1,34069
Tormenta de verano,2004,98,Drama,Marco Kreuzpaintner,Marco Kreuzpaintner,Robert Stadlober,Alemania,6.1,1753
Toro salvaje,1980,124,Drama,Martin Scorsese,Martin Scorsese,Robert De Niro,Estados Unidos,8.1,53829
"Torrente, el brazo tonto de la ley",1998,97,Comedia,Santiago Segura,Santiago Segura,Santiago Segura,España,5.8,62987
Toto el héroe,1991,90,Drama,Jaco Van Dormael,Jaco Van Dormael,Michel Bouquet,Bélgica,7.1,1206
Toy Story 3,2010,103,Animación,Lee Unkrich,Lee Unkrich, ,Estados Unidos,7.9,116019
Toy Story 4,2019,100,Animación,Josh Cooley,Josh Cooley, ,Estados Unidos,7.1,27302
Trabajos de amor perdidos,2000,93,Drama,Kenneth Branagh,Kenneth Branagh,Kenneth Branagh,Reino Unido,5.9,1338
"Trade, el precio de la inocencia",2007,119,Drama,Marco Kreuzpaintner,Marco Kreuzpaintner,Kevin Kline,Alemania,6.4,1445
Traffic,2000,142,Thriller,Steven Soderbergh,Steven Soderbergh,Michael Douglas,Estados Unidos,7.1,62987
Traición sin límites,1987,96,Acción,Walter Hill,Walter Hill,Nick Nolte,Estados Unidos,6.1,1203
Traidor,2008,114,Intriga,Jeffrey Nachmanoff,Jeffrey Nachmanoff,Don Cheadle,Estados Unidos,6.0,4907
Training Day (Día de entrenamiento),2001,122,Thriller,Antoine Fuqua,Antoine Fuqua,Denzel Washington,Estados Unidos,7.4,63311
Trainspotting,1996,90,Drama,Danny Boyle,Danny Boyle,Ewan McGregor,Reino Unido,8.1,136756
Transamérica,2005,103,Comedia,Duncan Tucker,Duncan Tucker,Felicity Huffman,Estados Unidos,7.1,7815
Transporter,2002,92,Acción,Louis Leterrier,"Louis Leterrier,",Jason Statham,Francia,6.1,30453
Transsiberian,2008,111,Thriller,Brad Anderson,Brad Anderson, ,Estados Unidos,5.8,12439
Tras el corazón verde,1984,105,Aventuras,Robert Zemeckis,Robert Zemeckis,Michael Douglas,Estados Unidos,6.3,47548
Tras el cristal,1986,107,Intriga,Agustí Villaronga,Agustí Villaronga,David Sust,España,6.3,2785
"Trash, ladrones de esperanza",2014,115,Aventuras,Stephen Daldry,Stephen Daldry,Rickson Tevez,Reino Unido,6.4,6016
